Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Hour
3,0,1,1,0,2,0,1,0,6,5,5,5,0,0,0,2,6,1.3928202366148152,2.434474261401353,2,1,0,0,2,5,11,23
1,2,1,4,0,2,10,2,1,6,2,5,5,0,3,3,2,2,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,15,13
6,1,1,4,0,1,5,1,1,6,4,5,5,0,3,0,3,6,-0.059060765005841856,4.420299674748312,2,0,1,1,1,5,10,19
5,1,1,4,0,3,9,0,1,6,0,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,3,1,0,1,2,5,1,1
4,0,1,1,0,4,0,2,1,6,4,5,1,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,20
5,0,1,4,1,4,3,2,1,6,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,8,0,1,3,2,5,12,21
6,1,1,4,0,2,0,2,1,5,4,7,2,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,4,2,5,11,17
6,1,1,0,0,1,10,2,4,6,5,3,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,7
5,0,0,4,0,2,14,2,1,5,4,7,0,0,0,3,2,6,5.748463241476786,-0.5442638586190858,2,0,1,0,2,5,3,9
6,1,1,4,0,0,0,2,1,6,4,5,5,2,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,4,2,5,12,13
6,0,1,1,0,0,0,2,1,6,3,5,5,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,0,1,0,2,5,11,11
4,0,1,1,0,3,9,2,1,1,1,5,0,0,0,3,2,5,-1.510941766626499,-0.5442638586190858,2,2,1,0,2,1,10,8
1,1,1,4,0,0,5,2,2,6,2,5,5,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,12
6,1,1,1,0,0,0,2,1,6,2,5,1,0,0,3,2,2,1.3928202366148152,0.44864884805439376,4,0,1,0,2,5,10,19
4,1,1,4,0,1,0,2,1,2,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,19
6,1,1,4,0,2,4,2,1,6,2,6,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,7
5,0,1,1,0,2,0,2,1,2,5,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,0,2,5,10,17
3,1,1,4,0,3,0,2,1,2,1,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,8,18
4,1,1,4,0,0,5,2,1,6,4,5,0,0,0,0,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,19
2,0,1,4,0,4,4,2,2,8,4,5,5,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,1,0,0,1,5,1,20
5,3,1,1,0,3,9,2,1,6,0,1,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,2,0,3,2,1,9,13
0,0,1,4,0,0,5,2,1,2,1,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,12
5,0,0,4,0,2,8,2,2,8,1,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,12
3,2,1,1,0,3,7,0,1,6,1,5,0,2,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,12
4,1,1,4,0,2,7,2,1,8,5,5,1,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,15,15
4,0,1,4,0,3,8,0,1,6,4,5,1,0,0,3,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,8
4,0,1,4,0,2,0,2,3,6,2,2,1,0,3,3,2,2,-1.510941766626499,-0.5442638586190858,2,2,0,0,1,0,10,9
0,3,1,1,0,2,4,2,1,4,2,5,1,0,3,0,3,6,-1.510941766626499,0.44864884805439376,3,0,1,2,2,5,9,22
0,0,1,4,0,4,8,2,1,4,4,5,1,0,0,0,2,5,2.8447012382354724,1.4415615547278733,3,0,0,3,2,5,3,16
0,1,1,1,0,2,0,2,2,2,5,5,0,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,22
5,0,1,4,0,1,0,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,18
6,2,1,4,0,1,0,2,1,6,0,5,1,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,3,2,5,2,17
5,0,0,4,0,0,7,2,1,11,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,3,2,5,11,17
4,1,1,4,0,1,5,2,1,6,2,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,2,1,1,2,5,1,4
5,0,1,4,0,3,5,2,1,6,2,5,1,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,3,2,5,1,16
5,1,1,1,1,2,0,2,1,6,4,5,5,0,3,3,3,6,-1.510941766626499,-0.5442638586190858,0,0,1,0,2,5,3,16
4,2,1,4,0,0,14,0,1,6,1,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,1,0,1,2,5,1,16
2,0,1,1,0,1,5,2,1,6,4,5,5,2,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,1,2,5,3,20
5,1,0,1,0,1,0,2,3,2,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,16
2,0,1,4,0,5,7,0,1,6,0,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,1,1,5,3,3
6,1,1,1,0,1,0,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,13
0,1,1,4,0,0,0,2,3,6,4,5,5,0,3,3,3,1,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,0,7
3,3,1,4,0,2,8,2,3,4,2,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,6,2,1,4,2,5,4,11
5,1,1,4,0,3,0,1,1,6,2,7,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,1,0,4,2,5,1,15
2,2,1,4,0,1,0,2,2,6,4,7,1,0,3,3,2,5,1.3928202366148152,2.434474261401353,2,0,1,4,2,5,10,13
6,0,1,1,0,2,5,2,1,6,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,0,2,5,11,15
2,0,0,4,0,1,0,2,1,4,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,0,2,2,0,3
6,0,1,4,1,1,5,1,1,8,4,5,0,0,0,3,2,6,-0.059060765005841856,2.434474261401353,2,2,1,2,2,5,5,20
3,3,1,4,0,2,7,2,2,8,1,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,13
1,3,1,4,1,4,4,2,1,8,5,5,5,0,3,0,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,9,0
5,1,1,4,0,2,0,2,1,8,0,5,1,0,3,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,3,2,5,16,10
2,0,1,4,0,3,5,2,1,6,4,5,5,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,0
4,1,1,4,0,2,0,2,3,8,4,5,0,0,3,3,2,6,2.8447012382354724,4.420299674748312,0,0,1,0,2,5,1,16
4,1,1,4,0,2,10,2,1,6,1,5,5,0,0,3,2,1,1.3928202366148152,-0.5442638586190858,2,0,1,1,2,5,15,10
3,0,1,4,0,1,0,2,1,6,4,5,1,0,0,0,2,6,-0.059060765005841856,2.434474261401353,2,0,0,0,2,5,3,21
3,0,1,4,0,3,0,2,1,6,2,5,1,0,0,0,2,6,-1.510941766626499,0.44864884805439376,0,0,0,1,1,5,0,22
6,3,1,4,0,1,3,2,2,2,2,5,5,0,0,3,2,2,1.3928202366148152,0.44864884805439376,2,2,0,3,2,5,0,18
5,1,1,4,0,3,9,2,1,6,0,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,8
6,2,1,4,0,2,6,2,1,6,4,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,17
5,1,1,2,1,1,0,2,1,2,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,3,2,5,1,13
2,1,1,4,0,2,3,2,1,6,4,5,5,0,0,0,2,6,1.3928202366148152,0.44864884805439376,8,0,1,0,2,5,9,1
1,2,1,4,0,2,5,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,15,17
3,0,1,1,0,0,6,2,3,8,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,13
0,0,0,4,0,2,0,2,0,11,2,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,1,2,5,10,18
5,0,1,4,0,0,0,2,1,8,5,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,0,0,1,1,2,5,10,18
3,0,1,4,0,3,7,2,1,6,4,5,1,0,0,2,5,2,-0.059060765005841856,0.44864884805439376,6,0,1,0,2,5,10,19
0,0,1,4,0,2,0,2,1,8,4,3,5,0,3,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,12,13
3,1,1,2,0,3,7,2,1,1,1,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,12,15
3,0,1,2,1,2,0,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,12
1,0,0,4,0,2,0,2,1,6,2,5,1,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,11
5,0,1,1,0,0,13,0,1,2,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,8
6,3,1,1,1,1,9,0,2,6,4,5,5,0,3,0,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,16,21
0,1,1,4,0,1,7,2,3,8,5,5,5,1,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,5,0
3,0,1,4,0,1,0,2,1,6,4,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,8,0,1,1,2,5,12,0
5,2,1,4,0,2,7,2,0,6,0,5,5,0,0,0,2,6,1.3928202366148152,-0.5442638586190858,3,0,1,0,2,5,10,19
0,3,1,4,0,3,4,2,0,6,5,5,1,2,0,3,2,6,-0.059060765005841856,-0.5442638586190858,4,0,1,0,2,5,16,17
2,0,1,1,0,2,0,2,1,6,4,5,1,0,0,3,2,3,-1.510941766626499,-0.5442638586190858,2,2,1,3,2,5,10,11
3,1,1,4,0,0,13,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,9
6,1,1,4,0,2,7,2,1,6,0,5,1,0,3,0,2,1,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,10,19
1,1,1,4,0,2,5,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,3.427386968074832,2,0,1,0,2,5,12,16
6,1,1,4,1,2,0,2,2,6,4,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,3,2,1,0,2,0,10,19
3,1,1,4,0,2,0,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,10,13
0,1,1,4,1,3,8,2,3,6,4,5,1,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,1,1,1,2,5,5,16
2,2,1,3,0,6,0,2,3,8,5,8,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,15,17
4,2,1,4,0,2,0,2,1,2,2,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,1,8
2,0,1,4,1,2,13,0,1,6,5,6,1,0,0,0,2,2,-1.510941766626499,-0.5442638586190858,0,0,1,4,2,5,12,22
4,2,1,1,0,3,8,2,1,6,2,5,1,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,6,1,1,1,2,5,3,13
5,0,1,4,0,2,0,2,0,6,4,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,2,19
4,0,1,2,0,2,5,2,1,8,4,6,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,9
1,0,1,4,0,0,13,2,0,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,0,8
1,0,1,4,0,4,0,2,2,6,2,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,3,20
0,0,1,4,0,1,5,2,1,8,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,0,21
4,3,1,1,0,3,5,2,1,6,0,1,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,4,2,0,0,2,5,11,18
1,2,1,1,1,0,0,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,1,2,5,15,14
0,0,1,1,0,2,0,2,3,8,5,5,0,0,0,0,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,3,20
3,0,1,4,0,2,0,2,1,2,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,21
4,0,1,4,0,1,4,2,2,6,4,5,0,0,0,3,0,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,1,5,3,18
5,0,1,4,0,3,0,0,1,8,5,5,5,0,3,3,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,7
2,1,1,4,1,1,7,2,2,6,0,5,1,0,0,0,2,1,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,1,4
5,1,1,1,1,2,0,2,0,6,4,5,1,0,0,3,2,6,-0.059060765005841856,3.427386968074832,2,0,1,4,2,5,3,19
6,0,1,1,0,2,0,2,1,8,2,5,1,0,0,3,2,2,-0.059060765005841856,1.4415615547278733,8,0,1,1,2,5,0,18
4,3,1,4,0,2,4,2,1,4,4,5,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,8
3,1,1,4,0,2,0,2,1,11,2,5,1,0,3,3,3,6,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,12,18
1,2,1,4,0,1,8,2,1,6,0,5,1,3,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,10,13
1,1,1,1,0,1,5,2,1,2,4,5,0,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,9,5
6,1,1,2,0,1,0,2,3,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,11
6,2,1,1,0,1,8,2,2,2,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,4,2,6,16,8
6,1,1,1,0,0,5,2,3,8,4,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,1,0,3,2,5,10,18
0,0,1,4,0,3,3,2,2,6,2,5,5,1,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,15
5,0,1,4,0,3,0,2,3,8,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,4,2,5,10,11
5,1,1,4,0,2,0,2,1,11,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,1,2,0,0,2,5,11,7
1,2,0,4,0,3,3,2,1,6,2,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,4,11
0,1,1,4,0,4,4,2,2,6,4,5,1,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,8,0,1,0,2,5,12,16
4,0,1,4,0,2,0,0,1,6,2,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,13
0,0,1,0,0,5,4,2,1,6,4,5,5,0,0,0,2,6,1.3928202366148152,1.4415615547278733,2,0,1,0,2,5,10,13
0,1,1,1,0,3,7,2,1,3,1,5,5,0,0,3,2,2,-1.510941766626499,0.44864884805439376,2,0,1,1,2,5,3,11
0,0,1,4,0,1,13,2,3,6,4,5,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,1,1,1,2,5,9,12
6,1,1,4,0,1,0,2,1,8,2,5,5,0,3,3,3,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,7
1,0,1,4,0,6,5,2,4,2,4,5,5,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,10,17
0,1,1,2,0,1,0,2,1,6,0,5,0,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,3,0,0,0,2,5,2,20
1,0,1,5,0,2,0,2,3,4,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,3,2,5,3,11
5,1,1,4,1,2,0,2,3,2,5,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,3,9
2,2,1,2,0,3,7,1,1,6,2,7,1,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,10,17
4,1,1,1,0,0,0,2,1,2,5,5,0,0,3,0,2,6,1.3928202366148152,0.44864884805439376,2,0,1,0,2,5,12,20
2,0,1,4,0,3,8,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,13
3,0,1,4,0,2,8,2,1,8,4,5,1,0,0,0,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,10,0
2,1,1,4,0,0,0,2,4,2,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,4,2,5,3,17
0,2,1,1,0,0,10,2,2,6,1,5,5,0,3,3,2,6,-1.510941766626499,-0.5442638586190858,1,0,1,0,2,5,7,16
6,1,1,4,1,2,5,0,1,8,2,5,0,0,0,3,2,6,-0.059060765005841856,2.434474261401353,2,0,0,1,2,5,12,20
4,2,1,4,1,2,7,2,3,6,2,5,5,0,0,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,0,14
2,0,1,4,0,1,13,2,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,8,0,1,0,2,5,10,10
5,0,0,1,1,0,0,2,1,1,5,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,12,17
2,0,1,4,0,2,0,2,1,6,2,5,5,0,0,0,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,3,15
3,1,1,4,0,2,0,2,2,11,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,1,2,1,3,2,5,3,8
0,0,1,4,0,2,5,2,0,6,4,5,5,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,8,0,1,0,2,5,0,4
3,0,1,4,0,4,4,2,1,8,2,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,3,0,1,1,2,5,1,14
4,2,1,4,0,3,0,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,4,2,5,1,11
5,0,0,2,0,0,0,2,0,6,4,5,5,0,0,3,2,1,-1.510941766626499,-0.5442638586190858,0,0,1,1,2,5,10,15
2,0,1,4,0,0,0,2,1,6,5,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,2
0,1,1,4,0,0,0,2,1,8,4,5,5,0,0,3,2,6,-1.510941766626499,0.44864884805439376,2,2,0,0,2,6,1,12
0,1,1,4,0,1,9,1,1,8,5,5,5,0,3,0,2,2,-0.059060765005841856,-0.5442638586190858,3,0,0,0,2,5,10,6
6,1,1,1,0,2,0,2,1,8,2,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,15,17
2,0,1,4,0,2,8,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,5,12
6,0,1,4,0,3,9,0,1,6,2,0,5,3,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,4,2,5,1,9
0,0,1,4,0,2,0,2,1,6,5,5,1,0,3,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,5,14
3,0,1,2,0,1,0,2,1,2,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,2,1,0,1,5,3,13
1,1,1,4,0,0,5,2,0,6,4,5,5,3,3,3,3,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,3,13
5,0,1,4,0,3,5,2,1,11,2,5,2,0,3,2,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,20
6,0,1,4,0,4,0,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,0
6,1,1,4,0,2,0,2,3,8,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,1,0,4,2,5,3,18
3,1,1,4,0,2,5,2,3,2,2,4,5,3,0,3,2,2,-0.059060765005841856,1.4415615547278733,3,0,1,3,1,5,10,12
6,0,1,0,0,3,5,2,3,2,2,3,5,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,2,0,0,2,5,3,8
5,0,1,2,1,3,0,2,1,6,4,5,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,0,9
3,0,1,4,1,0,0,2,1,6,2,6,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,2,2,5,4,10
4,0,1,4,0,2,5,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,18
5,0,1,2,0,3,6,2,1,6,4,5,1,0,0,3,2,2,-0.059060765005841856,1.4415615547278733,2,1,0,1,1,5,10,15
3,1,1,2,0,0,0,2,1,6,4,7,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,0,2,1,10,8
5,0,1,4,0,3,5,0,1,6,3,5,1,0,3,0,3,6,1.3928202366148152,-0.5442638586190858,6,0,1,0,2,5,1,19
2,0,1,4,0,2,10,2,1,6,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,23
5,1,1,4,0,2,5,2,3,6,4,5,1,2,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,17
6,3,1,4,1,2,5,2,0,6,5,3,1,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,1,2,5,3,9
6,0,1,4,0,2,5,1,2,6,2,1,5,0,3,0,6,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,22
6,3,1,4,0,3,10,2,1,6,5,5,1,0,0,0,2,1,-0.059060765005841856,-0.5442638586190858,1,2,1,0,2,7,10,22
3,0,1,4,0,1,3,2,1,6,2,5,5,0,0,3,2,1,-1.510941766626499,2.434474261401353,2,0,1,0,2,5,0,4
3,0,1,2,1,1,0,2,2,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,14
6,0,1,4,0,4,0,2,0,6,2,5,5,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,1,1,5,1,18
6,1,1,4,0,2,14,2,1,1,2,5,1,0,0,3,0,6,-0.059060765005841856,-0.5442638586190858,2,1,0,3,2,5,0,16
5,3,1,2,0,4,5,2,1,2,0,5,1,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,6,0,1,3,2,5,12,15
6,1,1,2,0,4,7,2,3,8,5,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,2,22
0,1,1,4,0,2,3,2,1,8,2,5,5,0,0,3,2,6,2.8447012382354724,0.44864884805439376,2,0,1,1,2,5,0,17
3,1,1,4,1,2,0,2,1,6,2,5,0,0,0,3,2,2,1.3928202366148152,-0.5442638586190858,8,0,1,1,2,5,12,13
0,1,1,1,0,2,5,2,0,6,1,5,5,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,0,0,0,0,2,5,10,17
5,0,1,1,0,2,9,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,16
2,3,1,4,0,0,8,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,15
4,0,1,1,1,2,5,2,1,6,4,5,1,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,15,20
2,1,1,4,0,2,0,0,1,2,2,5,5,0,0,3,0,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,9,15
0,1,1,4,0,1,4,2,1,8,2,5,0,0,0,0,2,2,2.8447012382354724,-0.5442638586190858,10,0,1,0,2,5,10,21
0,0,1,4,1,2,7,2,3,6,2,5,5,0,3,0,3,6,-1.510941766626499,2.434474261401353,2,0,0,3,2,5,1,4
5,2,0,4,0,2,0,2,1,6,4,5,0,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,10
5,0,1,4,0,3,10,2,1,8,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,4,2,5,16,16
0,0,1,1,0,3,13,2,1,6,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,3,1,6,16,6
4,0,1,2,0,2,8,1,1,4,2,5,1,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,11,13
5,0,1,2,1,1,0,2,1,6,0,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,2,1,1,2,3,10,11
2,0,1,4,0,2,0,2,2,6,4,5,1,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,1,0,0,2,5,15,11
5,1,1,4,0,3,14,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,3,2,5,10,14
4,0,1,4,0,3,5,0,4,8,5,3,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,2,0,3,1,5,12,15
1,1,1,4,0,0,4,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,4.420299674748312,2,1,0,1,2,5,3,10
4,0,1,0,0,0,0,2,2,6,4,5,5,0,3,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,20
4,0,1,4,0,0,7,0,1,6,2,5,5,0,3,0,3,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,18
6,2,1,4,1,2,10,2,2,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,7
2,0,1,4,0,1,0,1,2,6,2,1,5,0,0,0,2,6,1.3928202366148152,4.420299674748312,2,0,1,0,2,5,13,22
3,0,0,1,0,1,0,2,1,2,0,5,5,0,0,0,2,6,1.3928202366148152,-0.5442638586190858,2,2,0,0,2,0,12,0
3,0,1,4,0,1,8,0,1,6,0,5,1,0,0,3,2,5,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,0,10
