Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Hour
1,0,1,1,0,3,0,2,1,6,2,5,5,2,3,0,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,0,2,5,0,20
1,0,0,4,0,2,0,2,1,6,1,5,5,0,0,2,0,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,4,22
2,0,1,4,0,1,5,2,2,2,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,0,2,7,3,13
2,1,1,1,1,2,8,2,3,6,2,2,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,12,17
5,2,1,2,0,4,0,2,1,6,5,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,1,1,6,1,22
1,0,0,4,0,2,7,2,1,6,4,5,5,0,3,0,3,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,18
2,0,1,4,0,0,6,2,0,3,4,5,5,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,1,0,4,2,5,2,23
2,2,1,1,0,2,0,1,2,6,2,1,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,16
3,0,1,5,0,1,8,2,0,6,5,5,0,2,3,3,3,2,-0.059060765005841856,1.4415615547278733,2,0,1,1,2,5,3,16
3,0,1,4,0,3,0,2,1,6,2,5,5,0,3,3,3,6,1.3928202366148152,-0.5442638586190858,3,2,0,1,2,1,12,17
4,1,1,4,1,1,0,2,3,3,2,5,1,0,0,3,2,0,-1.510941766626499,2.434474261401353,3,2,0,1,2,0,1,11
4,0,1,2,0,4,5,2,1,6,2,5,5,0,3,0,3,1,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,1,11
4,1,1,4,0,1,5,2,1,6,2,6,5,0,3,0,3,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,18
2,0,1,1,0,3,14,2,3,6,1,5,0,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,11
3,0,1,4,0,2,0,2,1,1,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,21
4,0,1,1,0,1,0,2,0,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,9,14
6,1,1,1,0,1,0,2,1,1,5,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,10,14
0,0,1,4,0,2,0,2,1,6,2,5,5,0,0,3,2,3,-1.510941766626499,-0.5442638586190858,2,0,0,0,2,5,3,18
6,1,0,4,0,2,0,0,1,6,0,5,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,1,2,5,10,13
5,0,0,4,0,3,11,2,1,6,2,5,0,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,3,12
0,1,1,4,1,1,0,2,2,6,2,6,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,12,8
2,0,1,4,0,4,0,2,1,6,2,5,0,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,16
6,0,1,2,0,1,0,2,3,5,2,7,5,0,3,0,3,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,1,17
3,1,1,4,0,1,5,2,3,11,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,4,16
2,0,1,4,0,2,0,1,3,6,2,5,5,0,0,0,2,2,1.3928202366148152,4.420299674748312,1,2,0,1,2,5,1,22
5,1,1,4,0,2,0,2,1,2,1,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,17,18
4,1,1,4,0,1,0,2,1,1,5,5,5,0,2,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,23
0,1,1,4,0,0,0,2,2,11,5,5,5,0,0,0,2,1,-1.510941766626499,-0.5442638586190858,4,0,1,0,2,5,10,19
3,0,1,4,0,1,5,2,4,8,2,5,5,0,0,3,2,2,2.8447012382354724,-0.5442638586190858,2,0,1,1,2,5,9,12
1,1,1,2,1,1,0,2,1,6,4,5,5,0,3,0,3,2,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,10,20
5,2,1,4,0,2,14,2,1,8,4,6,0,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,8,0,1,0,2,5,12,14
6,0,1,4,0,2,4,2,1,8,4,3,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,1,2,5,0,17
4,0,1,4,0,3,14,2,3,6,5,5,1,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,0,1,4,2,5,1,8
2,2,1,4,0,2,14,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,10,11
0,0,1,1,1,2,0,2,0,11,4,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,1,0,1,0,2,5,11,18
4,0,0,4,0,1,5,2,1,6,1,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,3,2,5,9,23
2,1,1,4,0,1,0,2,1,4,2,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,17
6,0,0,4,0,0,5,0,1,11,0,5,5,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,5,17
3,3,1,4,0,2,10,2,3,8,5,5,1,3,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,12,16
2,0,1,4,0,2,5,1,2,3,4,7,1,0,0,0,2,2,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,9,18
5,2,1,4,0,3,0,2,1,6,2,5,0,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,0,1,0,2,5,0,15
1,0,1,4,0,1,7,2,1,6,2,5,5,0,3,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,12,20
5,0,1,1,0,2,0,2,1,6,2,7,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,4,2,5,9,18
5,0,1,4,1,4,14,2,1,8,2,1,5,0,0,3,2,2,-0.059060765005841856,0.44864884805439376,2,1,1,0,2,5,1,7
5,0,1,1,1,3,0,2,3,2,2,3,5,0,0,3,2,2,1.3928202366148152,1.4415615547278733,2,0,1,0,2,5,0,8
1,1,1,1,0,2,4,2,1,8,3,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,6,0,1,0,2,5,0,13
4,1,1,4,0,1,14,2,1,6,2,5,1,0,3,0,3,4,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,9,21
1,1,1,4,0,3,7,2,1,6,2,5,5,0,0,3,2,1,1.3928202366148152,-0.5442638586190858,2,0,1,1,2,5,9,15
5,2,1,4,0,2,5,2,0,11,5,3,5,0,3,3,2,6,-0.059060765005841856,0.44864884805439376,8,0,1,3,1,5,9,9
0,0,1,2,0,0,0,2,0,8,4,3,0,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,3,1,0,0,2,5,0,0
1,0,1,2,0,1,0,2,3,8,5,8,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,4,2,5,10,20
2,1,1,1,1,2,14,2,1,6,4,5,0,0,3,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,1,21
0,0,1,1,0,3,5,2,3,2,2,6,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,19
5,0,1,1,0,3,0,1,0,6,5,5,1,2,3,0,6,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,3,18
2,1,1,4,0,2,0,2,1,6,4,5,1,2,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,13
1,2,1,4,1,1,14,2,1,11,0,5,1,0,3,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,1,2,5,9,13
3,0,0,4,0,2,5,2,1,6,0,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,1,19
3,0,1,4,0,0,5,2,1,0,4,5,0,0,0,3,2,6,-1.510941766626499,1.4415615547278733,2,0,1,0,2,5,10,8
5,0,1,4,0,2,0,2,1,6,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,8,0,1,0,2,5,1,17
3,0,1,4,1,3,0,0,1,11,4,5,5,0,3,0,3,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,8,11
0,0,1,4,0,4,13,2,1,8,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,1,2,6,12,5
1,0,1,4,0,2,10,2,1,6,4,5,5,2,3,3,2,1,-0.059060765005841856,-0.5442638586190858,2,2,0,0,2,1,9,17
4,0,1,4,0,2,7,2,2,6,4,5,0,0,0,2,2,1,-0.059060765005841856,-0.5442638586190858,2,1,0,1,2,5,10,20
6,0,1,4,0,4,0,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,14
1,1,1,4,0,2,9,2,1,6,4,5,1,0,3,0,2,5,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,11,19
5,0,1,1,0,1,5,2,1,6,2,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,20
1,0,0,1,0,2,0,2,0,6,4,5,1,0,3,0,3,6,-0.059060765005841856,1.4415615547278733,2,0,0,1,1,5,2,20
2,1,1,4,0,0,5,2,1,6,5,5,5,0,3,3,2,6,1.3928202366148152,4.420299674748312,2,0,0,3,2,5,11,9
6,0,1,4,0,3,5,2,2,6,1,5,5,0,3,3,6,1,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,6,1,8
2,2,1,4,0,3,11,2,3,6,4,1,5,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,3,17
5,1,1,1,0,4,9,2,2,6,2,6,0,0,3,0,0,6,1.3928202366148152,0.44864884805439376,2,0,1,1,2,5,9,15
0,1,1,4,0,0,9,2,1,6,5,3,1,0,3,2,2,2,-1.510941766626499,-0.5442638586190858,1,0,1,0,2,5,10,5
4,1,1,4,0,1,10,2,1,6,2,6,1,3,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,2,0,4,2,5,3,18
6,2,1,4,1,3,5,2,1,2,0,6,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,15,11
4,0,1,1,0,1,0,2,1,8,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,0,19
4,3,1,4,0,1,5,1,2,2,2,5,1,0,0,3,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,15,8
5,1,1,4,1,1,13,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,16
5,1,1,2,0,1,0,2,1,6,4,5,0,0,3,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,15,16
1,0,1,4,0,1,6,2,3,6,5,7,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,2,1,3,2,5,10,7
6,1,1,4,0,1,0,2,2,6,1,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,6
0,0,1,4,0,1,0,2,1,6,1,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,6,2,0,4,2,2,0,15
2,1,1,4,0,1,10,2,2,11,5,5,5,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,0,1,0,2,5,1,13
0,1,1,4,0,3,7,0,4,5,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,3,0,1,0,2,5,9,17
5,0,1,5,1,2,13,2,3,6,5,5,5,0,0,3,2,7,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,10,7
4,1,1,4,0,4,8,2,1,9,4,1,0,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,0,17
6,2,1,4,0,2,10,2,0,6,5,5,5,0,3,0,3,2,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,1,7
0,3,1,2,1,2,0,2,1,6,4,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,15
6,0,0,4,0,4,7,2,1,6,1,5,1,0,3,0,2,2,-1.510941766626499,-0.5442638586190858,2,1,0,1,2,5,12,17
2,0,1,4,0,2,0,2,1,6,5,5,0,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,10,19
4,2,1,4,0,4,0,2,1,8,4,5,1,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,3
2,0,1,4,0,2,5,0,1,8,0,5,0,0,0,0,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,10,0
3,1,1,4,0,4,0,2,1,8,2,1,3,0,0,0,2,6,-0.059060765005841856,3.427386968074832,2,0,1,0,2,5,4,21
2,1,1,1,0,2,4,2,2,6,2,8,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,6,1,1,4,2,5,1,20
5,0,1,1,0,4,5,2,1,6,4,5,5,0,3,0,2,6,2.8447012382354724,-0.5442638586190858,2,0,0,1,2,5,7,17
1,0,1,4,0,4,5,2,1,2,2,5,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,10,16
6,1,1,0,0,3,0,2,2,6,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,2,23
1,0,1,1,0,2,0,2,1,6,2,5,5,0,0,3,2,2,1.3928202366148152,-0.5442638586190858,5,0,1,0,2,5,9,12
4,0,1,4,0,2,0,2,2,6,2,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,7
4,1,1,4,0,3,13,2,1,2,2,5,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,7
6,1,1,5,0,4,5,2,1,6,0,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,12,8
5,1,1,4,0,0,7,2,3,8,5,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,3,16
3,1,1,4,0,2,0,2,2,2,2,7,0,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,6,1,1,0,2,5,5,13
5,0,1,4,0,3,9,2,1,2,4,5,2,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,1,1,5,3,18
6,1,1,4,0,2,7,2,1,2,4,5,0,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,10,8
5,0,1,4,0,2,0,2,2,8,4,5,0,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,8,1,0,1,2,5,9,17
3,1,1,4,0,2,6,0,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,11
4,1,1,1,0,2,7,2,3,6,5,7,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,1,0,0,2,5,10,15
4,0,1,4,0,1,0,0,1,8,2,5,5,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,18
4,0,1,4,0,2,0,2,1,8,3,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,0,0,1,0,2,5,10,15
4,2,1,4,1,2,13,2,1,6,5,5,5,0,3,0,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,10,17
6,0,1,4,0,2,0,2,1,6,2,5,0,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,1,0,1,0,2,5,5,1
6,2,1,2,0,2,9,0,4,8,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,0,4,2,5,1,8
2,3,1,1,0,2,11,2,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,0,2,5,10,18
0,0,0,4,0,0,0,0,4,8,5,3,5,0,3,0,2,6,-1.510941766626499,-0.5442638586190858,2,2,0,1,2,1,3,23
3,1,1,4,0,2,13,2,1,6,5,7,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,0,17
1,3,1,4,0,2,8,2,0,6,2,5,5,0,3,0,2,6,-0.059060765005841856,3.427386968074832,2,2,0,3,2,5,9,22
2,0,1,4,0,1,0,1,3,3,2,5,0,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,13
5,3,1,4,0,1,0,2,0,6,2,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,0,0,2,5,1,13
2,0,0,4,0,3,6,2,1,6,1,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,8,2,0,0,2,1,10,21
6,0,1,1,0,1,13,2,0,4,5,5,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,3,2,1,10,19
1,1,1,4,0,3,9,2,2,6,4,7,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,21
1,0,1,4,0,2,13,2,1,6,1,5,5,0,3,0,3,6,-0.059060765005841856,1.4415615547278733,2,2,0,0,1,0,15,16
3,0,1,0,0,1,4,2,1,6,1,5,5,0,3,3,3,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,12,13
1,1,1,4,0,0,5,0,1,2,0,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,0,10
6,0,1,4,0,5,5,2,1,6,4,5,0,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,16,21
4,0,1,1,0,4,8,2,1,6,5,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,17
6,2,1,4,0,0,0,2,1,8,4,5,1,0,3,3,2,3,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,10,8
3,1,1,4,0,1,0,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,18
0,0,1,4,0,2,0,2,1,6,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,14
3,0,1,5,0,2,0,2,1,2,0,6,5,0,3,0,2,1,-0.059060765005841856,-0.5442638586190858,1,0,1,0,2,5,12,12
1,0,1,4,0,3,0,2,1,6,2,5,0,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,3,0,1,0,2,5,5,15
1,3,1,4,0,3,3,2,2,2,2,5,0,0,0,0,2,1,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,1,21
5,0,1,4,0,2,7,0,1,8,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,0,2,0,11,20
0,1,1,4,0,2,0,2,1,6,5,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,17
4,0,1,4,0,2,10,2,1,8,2,5,5,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,8,0,1,0,2,5,15,17
1,2,1,1,0,1,0,2,1,2,4,5,5,3,0,3,2,6,1.3928202366148152,2.434474261401353,2,0,1,0,2,5,10,15
0,0,1,4,0,1,0,2,1,1,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,3,1,0,10,17
5,1,1,4,0,4,11,2,1,2,5,5,0,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,2,0,0,2,1,10,12
3,0,1,4,0,2,0,2,1,6,0,6,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,18
5,0,1,4,1,2,4,2,2,2,5,5,5,0,0,0,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,20
0,1,1,2,0,2,0,2,3,11,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,3,1,1,3,19
4,0,1,2,0,2,9,2,1,6,2,5,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,9
5,0,1,4,0,2,10,2,1,6,4,5,5,0,0,3,0,2,-1.510941766626499,0.44864884805439376,2,0,0,0,2,5,0,9
1,0,1,4,0,3,0,2,1,6,2,5,5,0,0,0,2,6,2.8447012382354724,-0.5442638586190858,2,0,1,1,2,5,12,18
0,0,1,1,0,2,8,2,2,6,4,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,3,11
0,1,1,4,0,2,7,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,20
0,0,1,4,0,1,0,2,3,8,0,5,0,0,3,3,3,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,0,7
1,1,1,2,0,0,10,2,0,6,2,5,1,3,0,3,2,6,-0.059060765005841856,-0.5442638586190858,8,0,1,0,2,5,9,5
0,3,1,4,0,4,5,2,1,6,2,5,0,0,0,0,2,1,-0.059060765005841856,-0.5442638586190858,2,2,0,3,1,5,1,23
3,3,1,4,0,2,0,2,1,6,2,5,0,0,0,3,2,2,2.8447012382354724,3.427386968074832,2,0,1,0,2,5,12,17
6,0,1,1,0,3,0,2,1,6,2,5,1,0,0,0,2,6,-1.510941766626499,1.4415615547278733,2,0,1,1,2,5,10,22
0,1,1,4,1,2,0,2,2,6,2,5,0,0,3,3,3,2,-0.059060765005841856,0.44864884805439376,8,1,0,0,2,5,9,17
2,0,1,4,0,3,0,2,1,6,5,5,1,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,23
1,0,1,4,0,1,5,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,4,2,5,0,5
2,2,1,1,1,2,0,2,1,8,2,3,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,8
3,1,1,1,0,2,9,2,1,6,4,5,5,0,0,3,2,2,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,12
3,1,1,4,0,2,5,2,1,6,2,5,1,0,0,0,2,1,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,1
5,1,1,4,0,4,0,2,0,8,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,8,0,1,1,2,5,3,15
3,0,1,4,0,4,0,2,1,2,4,5,5,0,3,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,1,2,5,0,17
5,1,1,4,1,2,0,2,1,6,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,0,2,5,10,13
3,0,1,4,0,2,5,2,3,2,2,5,0,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,17
5,3,1,2,0,4,7,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,8
2,0,1,1,0,0,4,2,0,6,2,5,1,0,0,0,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,1,3
1,1,1,4,0,3,0,2,1,6,1,5,5,0,3,3,2,6,-0.059060765005841856,1.4415615547278733,6,0,1,0,2,5,9,8
4,0,1,0,0,0,3,1,1,6,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,14
0,0,1,4,0,1,0,2,1,6,1,5,0,0,0,0,2,6,-0.059060765005841856,2.434474261401353,6,0,0,0,2,5,0,19
2,0,1,4,0,3,0,2,4,6,4,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,2,1,2,1,1,2,19
6,1,1,4,0,2,0,2,3,8,5,5,0,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,16
3,1,1,4,0,2,5,2,1,8,4,5,5,0,3,0,3,6,-1.510941766626499,-0.5442638586190858,6,0,1,1,2,5,10,1
2,2,1,2,0,3,0,2,2,11,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,3,11
0,0,1,4,0,0,10,2,1,8,4,5,1,0,0,3,2,4,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,18
3,2,1,4,0,2,0,2,3,6,4,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,9,18
3,1,1,4,0,2,0,2,1,2,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,4,2,5,9,16
4,3,1,4,0,2,0,0,4,5,4,5,0,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,14
6,2,1,4,0,4,13,2,1,6,0,6,5,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,11
6,2,1,1,1,4,0,2,0,6,0,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,4,14
6,1,1,4,0,4,5,2,1,6,4,5,5,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,3,10
5,0,0,4,0,3,5,2,1,8,4,5,5,2,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,2,1,1,2,1,1,12
6,2,1,4,1,2,0,2,3,2,2,6,5,0,3,3,3,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,0,7
1,2,1,4,0,0,0,2,1,6,4,5,5,2,0,1,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,14
2,0,1,4,0,3,7,0,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,4,2,5,15,7
4,2,1,4,0,1,13,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,11
1,3,1,1,0,2,0,2,3,8,2,5,5,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,0,21
0,1,1,4,0,2,8,2,1,6,2,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,12,15
0,0,1,1,0,1,0,2,1,6,2,5,5,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,14
6,1,1,4,0,2,0,2,1,8,5,5,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,2,0,3,2,5,0,15
0,1,1,4,0,1,0,2,1,8,0,5,1,0,3,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,5,13
0,0,1,4,0,2,0,2,1,6,0,0,5,0,0,0,2,2,-1.510941766626499,-0.5442638586190858,2,2,0,0,2,1,10,20
2,1,1,2,0,1,5,2,1,6,2,5,1,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,8,0,1,1,2,5,0,13
5,3,1,4,0,0,11,2,1,6,4,5,0,0,3,3,2,6,2.8447012382354724,4.420299674748312,2,0,1,2,1,5,15,11
1,0,1,4,0,1,8,2,0,6,5,5,5,0,0,0,2,2,-0.059060765005841856,0.44864884805439376,2,0,1,1,1,5,1,11
4,1,1,4,0,2,8,2,1,6,1,5,0,2,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,3,10
